summary,levels,products,uid,type,title,modules,main_product,title_and_summary
"Design a network architecture in Azure that allows for growth and flexibility, secure isolation of critical resources, low administrative overhead, and communication with on-premises network resources.",['intermediate'],"['azure', 'azure-virtual-network', 'azure-expressroute']",learn.hub-and-spoke-network-architecture,module,Centralize your core services by using hub and spoke Azure virtual network architecture,,azure,"Centralize your core services by using hub and spoke Azure virtual network architecture Design a network architecture in Azure that allows for growth and flexibility, secure isolation of critical resources, low administrative overhead, and communication with on-premises network resources."
"Explore two capabilities in the DevOps taxonomy, Continuous Security and Continuous Operations.",['beginner'],['azure'],learn.wwl.explore-devops-continuous-security-operations,module,Explore DevOps Continuous Security and Continuous Operations,,azure,"Explore DevOps Continuous Security and Continuous Operations Explore two capabilities in the DevOps taxonomy, Continuous Security and Continuous Operations."
Set up a continuous integration (CI) pipeline that automates the process of building your application.,['beginner'],['azure-devops'],learn.azdo.create-a-build-pipeline,module,Create a build pipeline with Azure Pipelines,,azure,Create a build pipeline with Azure Pipelines Set up a continuous integration (CI) pipeline that automates the process of building your application.
"Choosing optimal hyperparameter values for model training can be difficult, and usually involved a great deal of trial and error. With Azure Machine Learning, you can leverage cloud-scale experiments to tune hyperparameters.",['intermediate'],"['azure', 'azure-machine-learning', 'azure-portal']",learn.wwl.tune-hyperparameters-with-azure-machine-learning,module,Tune hyperparameters with Azure Machine Learning,,azure,"Tune hyperparameters with Azure Machine Learning Choosing optimal hyperparameter values for model training can be difficult, and usually involved a great deal of trial and error. With Azure Machine Learning, you can leverage cloud-scale experiments to tune hyperparameters."
Learn how to create custom roles for Azure resources with role-based access control (RBAC).,['beginner'],"['azure', 'azure-rbac']",learn.azure.create-custom-roles-rbac,module,Create custom roles for Azure resources with role-based access control (RBAC),,azure,Create custom roles for Azure resources with role-based access control (RBAC) Learn how to create custom roles for Azure resources with role-based access control (RBAC).
Explore the fundamentals of computer networking security and monitoring.,['beginner'],['azure'],learn.azure.network-fundamentals-2,module,Fundamentals of network security,,azure,Fundamentals of network security Explore the fundamentals of computer networking security and monitoring.
Provision databases in Azure Pipelines,['intermediate'],"['azure', 'azure-devops']",learn.azdo.provision-databases-azure-pipelines,module,Provision databases in Azure Pipelines,,azure,Provision databases in Azure Pipelines Provision databases in Azure Pipelines
Migrate Cassandra workloads to Cosmos DB,['intermediate'],['azure-cosmos-db'],learn.wwl.migrate-cassandra-workloads-cosmos-db,module,Migrate Cassandra workloads to Cosmos DB,,azure,Migrate Cassandra workloads to Cosmos DB Migrate Cassandra workloads to Cosmos DB
Object detection is a form of computer vision in which artificial intelligence (AI) agents can identify and locate specific types of object in an image or camera feed.,['beginner'],['azure-cognitive-services'],learn.wwl.detect-objects-images-custom-vision,module,Detect objects in images with the Custom Vision service,,azure,Detect objects in images with the Custom Vision service Object detection is a form of computer vision in which artificial intelligence (AI) agents can identify and locate specific types of object in an image or camera feed.
Learn about what coding is and install tools to help you code.,['beginner'],['vs-code'],learn.student-evangelism.install-code-tools-python-nasa,module,Install coding tools for Python development,,vs,Install coding tools for Python development Learn about what coding is and install tools to help you code.
"Learn the principles of good bot design and implement conversational flows, knowledge bots, and how to hand-off interactions to a human.",['intermediate'],"['azure', 'azure-bot-service']",learn.wwl.design-bot-conversation-flow,module,Design a bot conversation flow,,azure,"Design a bot conversation flow Learn the principles of good bot design and implement conversational flows, knowledge bots, and how to hand-off interactions to a human."
"Learn about Azure subscriptions, management groups, resource groups, Azure Resource Manager, Azure regions, and availability zones.",['beginner'],"['azure', 'azure-resource-manager']",learn.azure.azure-architecture-fundamentals,module,Describe core Azure architectural components,,azure,"Describe core Azure architectural components Learn about Azure subscriptions, management groups, resource groups, Azure Resource Manager, Azure regions, and availability zones."
"Learn the difference between many data types, how they work, what they do, and how to choose one over another.",['beginner'],['dotnet'],learn.languages.csharp-choose-data-type,module,Choose the correct data type in your C# code,,dotnet,"Choose the correct data type in your C# code Learn the difference between many data types, how they work, what they do, and how to choose one over another."
Learn how to orchestrate a long-running workflow as a set of activities using scalable and cost-effective Durable Functions.,['beginner'],"['azure', 'azure-functions']",learn.azure-create-long-running-serverless-workflow-with-durable-functions,module,Create a long-running serverless workflow with Durable Functions,,azure,Create a long-running serverless workflow with Durable Functions Learn how to orchestrate a long-running workflow as a set of activities using scalable and cost-effective Durable Functions.
